Version, Version Name, Name, LOCs, Churn, Age, Weighted Age, Number of Authors, Revisions, LOC Touched, LOC Added, Number of Fix, Buggy
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,905,905,0,0,1,2,1041,1041,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,81,81,0,0,1,1,92,92,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,328,328,0,0,1,2,355,355,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,41,41,0,0,1,2,51,51,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,27,27,0,0,1,1,31,31,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,34,34,0,0,1,1,37,37,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,24,24,0,0,1,1,27,27,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,38,38,0,0,1,1,48,48,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,62,62,0,0,1,1,77,77,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,52,52,0,0,1,1,63,63,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,159,159,0,0,1,2,191,191,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,53,53,0,0,1,1,64,64,0,false,
2,refs/tags/release-4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,39,39,0,0,1,1,45,45,0,false,
3,refs/tags/release-4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,121,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,320,7,2,200,1,1,100,12,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1130,436,2,16364,3,17,8182,9477,6,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,131,3,2,10,1,1,5,4,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,170,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,508,67,2,1796,3,6,898,919,2,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,326,97,2,304,1,3,152,149,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,41,2,2,8,1,1,4,4,1,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,53,0,2,0,1,1,0,0,1,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,157,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,124,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,125,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,291,40,2,88,1,4,44,44,0,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,585,64,2,970,3,11,485,452,4,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,733,26,2,2552,3,14,1276,799,3,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,267,83,2,324,3,4,162,143,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,47,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,155,7,2,14,1,1,7,7,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,80,22,2,82,1,2,41,27,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,119,13,2,68,2,4,34,12,1,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,71,0,2,30,2,3,15,7,1,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,70,1,2,4,1,1,2,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,863,61,2,2956,3,12,1478,809,8,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,405,137,2,6746,3,9,3373,3433,5,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,168,15,2,262,2,3,131,135,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,134,0,2,0,2,2,0,0,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,68,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,157,13,2,256,3,5,128,98,3,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,308,149,2,3714,3,12,1857,1993,6,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,112,1,2,10,2,3,5,1,2,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,94,25,2,54,1,2,27,27,2,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,94,20,2,168,1,2,84,68,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,71,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,209,108,2,246,2,5,123,123,1,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,285,36,2,76,1,4,38,38,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,635,133,2,290,3,6,145,145,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,280,20,2,832,3,7,416,328,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,141,17,2,364,3,5,182,4,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,433,36,2,1472,3,5,736,101,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,211,33,2,980,3,5,490,436,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,171,38,2,754,2,2,377,313,0,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,223,134,2,1712,2,4,856,813,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,247,49,2,578,1,2,289,275,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,155,4,2,8,1,1,4,4,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,561,110,2,1584,3,10,792,840,3,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,114,0,2,0,1,1,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,492,25,2,190,2,2,95,91,1,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,627,37,2,608,3,7,304,234,3,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,122,1,2,10,1,1,5,4,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,164,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,137,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,83,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,231,4,2,56,3,4,28,19,1,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,47,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,42,12,2,40,1,1,20,13,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,120,37,2,84,2,2,42,42,2,true,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,32,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,115,56,2,130,2,2,65,63,1,false,
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,225,142,2,312,2,4,156,155,1,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,64,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,39,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,44,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,83,25,2,58,1,2,29,28,1,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,360,60,2,150,2,3,75,74,1,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,116,1,2,16,1,1,8,6,1,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,117,0,2,16,1,2,8,4,1,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,165,1,2,18,1,1,9,5,1,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,41,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,133,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,149,8,2,18,1,2,9,9,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,51,2,2,10,1,1,5,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,162,23,2,84,2,3,42,40,2,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,64,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,32,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,33,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,34,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,100,18,2,292,2,3,146,133,1,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,81,4,2,42,1,2,21,14,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,65,1,2,18,2,2,9,3,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,167,155,2,3212,2,7,1606,40,2,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,78,2,2,62,2,2,31,21,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,103,220,2,1636,2,9,818,10,3,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,133,89,2,506,2,6,253,39,3,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,386,242,2,4934,2,9,2467,36,3,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,35,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,54,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,55,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,42,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,156,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,43,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,41,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,78,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,124,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,35,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,35,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,50,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,219,78,2,638,2,6,319,306,2,false,
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,15641,9680,2,5802190,2,14,2901095,3161864,4,false,
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,123,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,59,22,2,62,2,3,31,30,0,false,
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,87,52,2,118,1,1,59,59,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,80,1,2,14,1,1,7,4,1,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,85,1,2,6,1,1,3,2,1,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,71,1,2,6,1,1,3,2,1,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,87,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,33,4,2,26,1,1,13,0,1,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,522,267,2,3642,3,12,1821,1800,3,true,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,28,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,94,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,30,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,73,4,2,10,1,1,5,5,1,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,23,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,23,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,86,55,2,180,1,5,90,86,1,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,761,297,2,13890,3,14,6945,7159,6,true,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,57,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,26,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,61,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,33,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,80,13,2,48,1,2,24,19,1,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,203,57,2,378,2,8,189,147,2,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,97,25,2,116,2,2,58,52,1,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,462,82,2,3030,3,9,1515,1478,3,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,67,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,135,5,2,30,2,2,15,2,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1100,328,2,9628,3,11,4814,5521,6,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,64,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,83,5,2,60,2,2,30,20,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,21,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,415,7,2,52,2,3,26,23,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,49,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,51,1,2,14,1,1,7,4,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,89,4,2,10,1,1,5,5,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,26,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,67,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,708,90,2,3814,2,7,1907,2082,4,true,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,55,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,47,15,2,34,1,1,17,17,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,56,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,104,6,2,18,1,1,9,8,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,153,6,2,20,1,2,10,8,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,30,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,49,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,52,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,110,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,63,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,72,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,61,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,42,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,67,15,2,74,1,1,37,46,1,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,76,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,332,0,2,0,1,2,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,44,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,700,170,2,3986,2,10,1993,2207,3,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,66,33,2,162,1,2,81,76,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,107,41,2,282,2,5,141,128,2,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,179,105,2,314,2,6,157,153,2,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,52,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,114,14,2,32,1,2,16,16,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,174,3,2,8,1,1,4,3,0,true,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,73,0,2,0,0,0,0,0,0,true,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,24,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,48,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,300,89,2,2478,1,1,1239,1,0,true,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,79,0,2,0,0,0,0,0,0,false,
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,30,0,2,0,0,0,0,0,0,false,
